ball_color_b,ball_color_g,ball_color_r,ball_radius,ball_x,ball_y,roi1_color_b,roi1_color_g,roi1_color_r,roi1_lineColor_b,roi1_lineColor_g,roi1_lineColor_r,roi1_radius,roi1_x,roi1_y,roi2_color_b,roi2_color_g,roi2_color_r,roi2_lineColor_b,roi2_lineColor_g,roi2_lineColor_r,roi2_radius,roi2_x,roi2_y,time
1,1,1,0.03,0.0,0.0,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.402089899987914
1,1,1,0.03,0.0,0.0,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.41782989993226
1,1,1,0.03,0.0,0.0,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.436433400027454
1,1,1,0.03,0.0,0.0,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.45261729997583
1,1,1,0.03,0.0,-0.0024740747622479585,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.46822359994985
1,1,1,0.03,0.0,-0.004948149524495917,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.484868100029416
1,1,1,0.03,0.0,-0.007422224286743875,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.50271229993086
1,1,1,0.03,0.0,-0.009896299048991834,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.51835619995836
1,1,1,0.03,0.0,-0.012370373811239793,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.536129600019194
1,1,1,0.03,0.0,-0.014844448573487752,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.55209949996788
1,1,1,0.03,0.0,-0.01731852333573571,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.56917769997381
1,1,1,0.03,0.0,-0.019792598097983668,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.58501649997197
1,1,1,0.03,0.0,-0.022266672860231627,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.60196759994142
1,1,1,0.03,0.0,-0.024740747622479586,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.619658099953085
1,1,1,0.03,0.0,-0.027214822384727545,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.63520579994656
1,1,1,0.03,0.0,-0.029688897146975503,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.65263959998265
1,1,1,0.03,0.0,-0.03216297190922346,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.66815799998585
1,1,1,0.03,0.0,-0.03463704667147142,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.68518269993365
1,1,1,0.03,0.0,-0.03711112143371938,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.70327970001381
1,1,1,0.03,0.0,-0.039585196195967336,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.721593800000846
1,1,1,0.03,0.0,-0.042059270958215295,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.735850299941376
1,1,1,0.03,0.0,-0.044533345720463254,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.75451529992279
1,1,1,0.03,0.0,-0.04700742048271121,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.76868269999977
1,1,1,0.03,0.0,-0.04948149524495917,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.78698039997835
1,1,1,0.03,0.0,-0.05195557000720713,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.801970599917695
1,1,1,0.03,0.0,-0.05442964476945509,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.818437499925494
1,1,1,0.03,0.0,-0.05690371953170305,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.837040000013076
1,1,1,0.03,0.0,-0.05937779429395101,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.8528776000021
1,1,1,0.03,0.0,-0.061851869056198966,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.86886029993184
1,1,1,0.03,0.0,-0.06432594381844692,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.886428399942815
1,1,1,0.03,0.0,-0.06680001858069487,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.90196449996438
1,1,1,0.03,0.0,-0.06927409334294282,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.920808400027454
1,1,1,0.03,0.0,-0.07174816810519077,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.9354540000204
1,1,1,0.03,0.0,-0.07422224286743873,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.95317039999645
1,1,1,0.03,0.0,-0.07669631762968668,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.96865539997816
1,1,1,0.03,0.0,-0.07917039239193463,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,32.986407799995504
1,1,1,0.03,0.0,-0.08164446715418258,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,33.00205379992258
1,1,1,0.03,0.0,-0.08411854191643053,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,33.019193499931134
1,1,1,0.03,0.0,-0.08659261667867849,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,1.0,-1.0,-1.0,0.15,0.0,-0.3333333333333333,33.03672969993204
